date,team,index_score,month,league,City
2022-09-20,SEA,-1,2022-09-01,mlb,Seattle
2022-09-20,SFN,1,2022-09-01,mlb,San Francisco
2022-09-20,SLN,-1,2022-09-01,mlb,St. Louis
2022-09-20,TBA,-1,2022-09-01,mlb,St. Petersburg
2022-09-20,TEX,-1,2022-09-01,mlb,Arlington
2022-09-20,TOR,1,2022-09-01,mlb,Toronto
2022-09-20,WAS,-1,2022-09-01,mlb,Washington
2022-09-21,ANA,-1,2022-09-01,mlb,Anaheim
2022-09-21,ARI,1,2022-09-01,mlb,Phoenix
2022-09-21,ATL,-1,2022-09-01,mlb,Atlanta
2022-09-21,BAL,1,2022-09-01,mlb,Baltimore
2022-09-21,BOS,-1,2022-09-01,mlb,Boston
2022-09-21,CHA,-1,2022-09-01,mlb,Chicago
2022-09-21,CHN,1,2022-09-01,mlb,Chicago
2022-09-21,CIN,1,2022-09-01,mlb,Cincinnati
2022-09-21,CLE,1,2022-09-01,mlb,Cleveland
2022-09-21,COL,-1,2022-09-01,mlb,Denver
2022-09-21,DET,-1,2022-09-01,mlb,Detroit
2022-09-21,HOU,1,2022-09-01,mlb,Houston
2022-09-21,KCA,1,2022-09-01,mlb,Kansas City
2022-09-21,LAN,-1,2022-09-01,mlb,Los Angeles
2022-09-21,MIA,-1,2022-09-01,mlb,Miami
2022-09-21,MIL,1,2022-09-01,mlb,Milwaukee
2022-09-21,MIN,-1,2022-09-01,mlb,Minneapolis
2022-09-21,NYA,1,2022-09-01,mlb,New York
2022-09-21,NYN,-1,2022-09-01,mlb,New York
2022-09-21,OAK,1,2022-09-01,mlb,Oakland
2022-09-21,PHI,1,2022-09-01,mlb,Philadelphia
2022-09-21,PIT,-1,2022-09-01,mlb,Pittsburgh
2022-09-21,SDN,1,2022-09-01,mlb,San Diego
2022-09-21,SEA,-1,2022-09-01,mlb,Seattle
2022-09-21,SFN,1,2022-09-01,mlb,San Francisco
2022-09-21,SLN,-1,2022-09-01,mlb,St. Louis
2022-09-21,TBA,-1,2022-09-01,mlb,St. Petersburg
2022-09-21,TEX,1,2022-09-01,mlb,Arlington
2022-09-21,TOR,-1,2022-09-01,mlb,Toronto
2022-09-21,WAS,1,2022-09-01,mlb,Washington
2022-09-22,ANA,-1,2022-09-01,mlb,Anaheim
2022-09-22,ARI,-1,2022-09-01,mlb,Phoenix
2022-09-22,ATL,-1,2022-09-01,mlb,Atlanta
2022-09-22,BAL,1,2022-09-01,mlb,Baltimore
2022-09-22,BOS,-1,2022-09-01,mlb,Boston
2022-09-22,CHA,-1,2022-09-01,mlb,Chicago
2022-09-22,CHN,1,2022-09-01,mlb,Chicago
2022-09-22,CIN,-1,2022-09-01,mlb,Cincinnati
2022-09-22,CLE,1,2022-09-01,mlb,Cleveland
2022-09-22,COL,-1,2022-09-01,mlb,Denver
2022-09-22,HOU,-1,2022-09-01,mlb,Houston
2022-09-22,KCA,1,2022-09-01,mlb,Kansas City
2022-09-22,LAN,1,2022-09-01,mlb,Los Angeles
2022-09-22,MIL,1,2022-09-01,mlb,Milwaukee
2022-09-22,MIN,-1,2022-09-01,mlb,Minneapolis
2022-09-22,NYA,1,2022-09-01,mlb,New York
2022-09-22,OAK,-1,2022-09-01,mlb,Oakland
2022-09-22,PHI,1,2022-09-01,mlb,Philadelphia
2022-09-22,PIT,-1,2022-09-01,mlb,Pittsburgh
2022-09-22,SDN,-1,2022-09-01,mlb,San Diego
2022-09-22,SEA,1,2022-09-01,mlb,Seattle
2022-09-22,SFN,1,2022-09-01,mlb,San Francisco
2022-09-22,SLN,1,2022-09-01,mlb,St. Louis
2022-09-22,TBA,1,2022-09-01,mlb,St. Petersburg
2022-09-22,TEX,1,2022-09-01,mlb,Arlington
2022-09-22,TOR,-1,2022-09-01,mlb,Toronto
2022-09-23,ANA,1,2022-09-01,mlb,Anaheim
2022-09-23,ARI,-1,2022-09-01,mlb,Phoenix
2022-09-23,ATL,-1,2022-09-01,mlb,Atlanta
2022-09-23,BAL,1,2022-09-01,mlb,Baltimore
2022-09-23,BOS,-1,2022-09-01,mlb,Boston
2022-09-23,CHA,-1,2022-09-01,mlb,Chicago
2022-09-23,CHN,1,2022-09-01,mlb,Chicago
2022-09-23,CIN,-1,2022-09-01,mlb,Cincinnati
2022-09-23,CLE,1,2022-09-01,mlb,Cleveland
2022-09-23,COL,1,2022-09-01,mlb,Denver
2022-09-23,DET,1,2022-09-01,mlb,Detroit
2022-09-23,HOU,-1,2022-09-01,mlb,Houston
2022-09-23,KCA,1,2022-09-01,mlb,Kansas City
2022-09-23,LAN,-1,2022-09-01,mlb,Los Angeles
2022-09-23,MIA,1,2022-09-01,mlb,Miami
2022-09-23,MIL,1,2022-09-01,mlb,Milwaukee
2022-09-23,MIN,-1,2022-09-01,mlb,Minneapolis
2022-09-23,NYA,1,2022-09-01,mlb,New York
2022-09-23,NYN,1,2022-09-01,mlb,New York
2022-09-23,OAK,-1,2022-09-01,mlb,Oakland
2022-09-23,PHI,1,2022-09-01,mlb,Philadelphia
2022-09-23,PIT,-1,2022-09-01,mlb,Pittsburgh
2022-09-23,SDN,-1,2022-09-01,mlb,San Diego
2022-09-23,SEA,-1,2022-09-01,mlb,Seattle
2022-09-23,SFN,1,2022-09-01,mlb,San Francisco
2022-09-23,SLN,1,2022-09-01,mlb,St. Louis
2022-09-23,TBA,1,2022-09-01,mlb,St. Petersburg
2022-09-23,TEX,-1,2022-09-01,mlb,Arlington
2022-09-23,TOR,-1,2022-09-01,mlb,Toronto
2022-09-23,WAS,-1,2022-09-01,mlb,Washington
2022-09-24,ANA,-1,2022-09-01,mlb,Anaheim
2022-09-24,ARI,1,2022-09-01,mlb,Phoenix
2022-09-24,ATL,1,2022-09-01,mlb,Atlanta
2022-09-24,BAL,-1,2022-09-01,mlb,Baltimore
2022-09-24,BOS,-1,2022-09-01,mlb,Boston
2022-09-24,CHA,-1,2022-09-01,mlb,Chicago
2022-09-24,CHN,-1,2022-09-01,mlb,Chicago
2022-09-24,CIN,-1,2022-09-01,mlb,Cincinnati
2022-09-24,CLE,1,2022-09-01,mlb,Cleveland
2022-09-24,COL,-1,2022-09-01,mlb,Denver
2022-09-24,DET,1,2022-09-01,mlb,Detroit
2022-09-24,HOU,1,2022-09-01,mlb,Houston
2022-09-24,KCA,-1,2022-09-01,mlb,Kansas City
2022-09-24,LAN,1,2022-09-01,mlb,Los Angeles
2022-09-24,MIA,1,2022-09-01,mlb,Miami
2022-09-24,MIL,1,2022-09-01,mlb,Milwaukee
2022-09-24,MIN,1,2022-09-01,mlb,Minneapolis
2022-09-24,NYA,1,2022-09-01,mlb,New York
2022-09-24,NYN,-1,2022-09-01,mlb,New York
2022-09-24,OAK,1,2022-09-01,mlb,Oakland
2022-09-24,PHI,-1,2022-09-01,mlb,Philadelphia
2022-09-24,PIT,1,2022-09-01,mlb,Pittsburgh
2022-09-24,SDN,1,2022-09-01,mlb,San Diego
2022-09-24,SEA,1,2022-09-01,mlb,Seattle
2022-09-24,SFN,-1,2022-09-01,mlb,San Francisco
2022-09-24,SLN,-1,2022-09-01,mlb,St. Louis
2022-09-24,TBA,-1,2022-09-01,mlb,St. Petersburg
2022-09-24,TEX,-1,2022-09-01,mlb,Arlington
2022-09-24,TOR,1,2022-09-01,mlb,Toronto
2022-09-24,WAS,-1,2022-09-01,mlb,Washington
2022-09-25,ANA,1,2022-09-01,mlb,Anaheim
2022-09-25,ARI,-1,2022-09-01,mlb,Phoenix
2022-09-25,ATL,1,2022-09-01,mlb,Atlanta
2022-09-25,BAL,-1,2022-09-01,mlb,Baltimore
2022-09-25,BOS,-1,2022-09-01,mlb,Boston
2022-09-25,CHA,-1,2022-09-01,mlb,Chicago
2022-09-25,CHN,1,2022-09-01,mlb,Chicago
2022-09-25,CIN,1,2022-09-01,mlb,Cincinnati
2022-09-25,CLE,1,2022-09-01,mlb,Cleveland
2022-09-25,COL,-1,2022-09-01,mlb,Denver
2022-09-25,DET,1,2022-09-01,mlb,Detroit
2022-09-25,HOU,1,2022-09-01,mlb,Houston
2022-09-25,KCA,1,2022-09-01,mlb,Kansas City
2022-09-25,LAN,1,2022-09-01,mlb,Los Angeles
2022-09-25,MIA,-1,2022-09-01,mlb,Miami
2022-09-25,MIL,-1,2022-09-01,mlb,Milwaukee
2022-09-25,MIN,-1,2022-09-01,mlb,Minneapolis
2022-09-25,NYA,1,2022-09-01,mlb,New York
2022-09-25,NYN,1,2022-09-01,mlb,New York
2022-09-25,OAK,-1,2022-09-01,mlb,Oakland
2022-09-25,PHI,-1,2022-09-01,mlb,Philadelphia
2022-09-25,PIT,-1,2022-09-01,mlb,Pittsburgh
2022-09-25,SDN,1,2022-09-01,mlb,San Diego
2022-09-25,SEA,-1,2022-09-01,mlb,Seattle
2022-09-25,SFN,1,2022-09-01,mlb,San Francisco
2022-09-25,SLN,-1,2022-09-01,mlb,St. Louis
2022-09-25,TBA,-1,2022-09-01,mlb,St. Petersburg
2022-09-25,TEX,-1,2022-09-01,mlb,Arlington
2022-09-25,TOR,1,2022-09-01,mlb,Toronto
2022-09-25,WAS,1,2022-09-01,mlb,Washington
2022-09-26,ATL,1,2022-09-01,mlb,Atlanta
2022-09-26,BAL,1,2022-09-01,mlb,Baltimore
2022-09-26,BOS,-1,2022-09-01,mlb,Boston
2022-09-26,CIN,-1,2022-09-01,mlb,Cincinnati
2022-09-26,NYA,-1,2022-09-01,mlb,New York
2022-09-26,PIT,1,2022-09-01,mlb,Pittsburgh
2022-09-26,TOR,1,2022-09-01,mlb,Toronto
2022-09-26,WAS,-1,2022-09-01,mlb,Washington
2022-09-27,ANA,1,2022-09-01,mlb,Anaheim
2022-09-27,ARI,-1,2022-09-01,mlb,Phoenix
2022-09-27,ATL,1,2022-09-01,mlb,Atlanta
2022-09-27,BAL,-1,2022-09-01,mlb,Baltimore
2022-09-27,BOS,1,2022-09-01,mlb,Boston
2022-09-27,CHA,-1,2022-09-01,mlb,Chicago
2022-09-27,CHN,1,2022-09-01,mlb,Chicago
2022-09-27,CIN,-1,2022-09-01,mlb,Cincinnati
2022-09-27,CLE,-1,2022-09-01,mlb,Cleveland
2022-09-27,COL,-1,2022-09-01,mlb,Denver
2022-09-27,DET,1,2022-09-01,mlb,Detroit
2022-09-27,HOU,1,2022-09-01,mlb,Houston
2022-09-27,KCA,-1,2022-09-01,mlb,Kansas City
2022-09-27,LAN,-1,2022-09-01,mlb,Los Angeles
2022-09-27,MIA,1,2022-09-01,mlb,Miami
2022-09-27,MIL,-1,2022-09-01,mlb,Milwaukee
2022-09-27,MIN,1,2022-09-01,mlb,Minneapolis
2022-09-27,NYA,1,2022-09-01,mlb,New York
2022-09-27,NYN,-1,2022-09-01,mlb,New York
2022-09-27,OAK,-1,2022-09-01,mlb,Oakland
2022-09-27,PHI,-1,2022-09-01,mlb,Philadelphia
2022-09-27,PIT,1,2022-09-01,mlb,Pittsburgh
2022-09-27,SDN,1,2022-09-01,mlb,San Diego
2022-09-27,SEA,-1,2022-09-01,mlb,Seattle
2022-09-27,SFN,1,2022-09-01,mlb,San Francisco
2022-09-27,SLN,1,2022-09-01,mlb,St. Louis
2022-09-27,TBA,1,2022-09-01,mlb,St. Petersburg
2022-09-27,TEX,1,2022-09-01,mlb,Arlington
2022-09-27,TOR,-1,2022-09-01,mlb,Toronto
2022-09-27,WAS,-1,2022-09-01,mlb,Washington
2022-09-28,ANA,1,2022-09-01,mlb,Anaheim
2022-09-28,ARI,1,2022-09-01,mlb,Phoenix
2022-09-28,ATL,-1,2022-09-01,mlb,Atlanta
2022-09-28,BAL,-1,2022-09-01,mlb,Baltimore
2022-09-28,BOS,1,2022-09-01,mlb,Boston
2022-09-28,CHA,-1,2022-09-01,mlb,Chicago
2022-09-28,CHN,1,2022-09-01,mlb,Chicago
2022-09-28,CIN,-1,2022-09-01,mlb,Cincinnati
2022-09-28,CLE,1,2022-09-01,mlb,Cleveland
2022-09-28,COL,-1,2022-09-01,mlb,Denver
2022-09-28,DET,1,2022-09-01,mlb,Detroit
2022-09-28,HOU,-1,2022-09-01,mlb,Houston
2022-09-28,KCA,-1,2022-09-01,mlb,Kansas City
2022-09-28,LAN,1,2022-09-01,mlb,Los Angeles
2022-09-28,MIA,-1,2022-09-01,mlb,Miami
2022-09-28,MIL,1,2022-09-01,mlb,Milwaukee
2022-09-28,MIN,1,2022-09-01,mlb,Minneapolis
2022-09-28,NYA,1,2022-09-01,mlb,New York
2022-09-28,NYN,1,2022-09-01,mlb,New York
2022-09-28,OAK,-1,2022-09-01,mlb,Oakland
2022-09-28,PHI,-1,2022-09-01,mlb,Philadelphia
2022-09-28,PIT,1,2022-09-01,mlb,Pittsburgh
2022-09-28,SDN,-1,2022-09-01,mlb,San Diego
2022-09-28,SEA,1,2022-09-01,mlb,Seattle
2022-09-28,SFN,1,2022-09-01,mlb,San Francisco
2022-09-28,SLN,-1,2022-09-01,mlb,St. Louis
2022-09-28,TBA,-1,2022-09-01,mlb,St. Petersburg
2022-09-28,TEX,-1,2022-09-01,mlb,Arlington
2022-09-28,TOR,-1,2022-09-01,mlb,Toronto
2022-09-28,WAS,1,2022-09-01,mlb,Washington
2022-09-29,ANA,1,2022-09-01,mlb,Anaheim
2022-09-29,BAL,-1,2022-09-01,mlb,Baltimore
2022-09-29,BOS,1,2022-09-01,mlb,Boston
2022-09-29,CHA,1,2022-09-01,mlb,Chicago
2022-09-29,CHN,1,2022-09-01,mlb,Chicago
2022-09-29,CLE,1,2022-09-01,mlb,Cleveland
2022-09-29,COL,-1,2022-09-01,mlb,Denver
2022-09-29,DET,1,2022-09-01,mlb,Detroit
2022-09-29,KCA,-1,2022-09-01,mlb,Kansas City
2022-09-29,LAN,1,2022-09-01,mlb,Los Angeles
2022-09-29,MIA,1,2022-09-01,mlb,Miami
2022-09-29,MIL,-1,2022-09-01,mlb,Milwaukee
2022-09-29,MIN,-1,2022-09-01,mlb,Minneapolis
2022-09-29,OAK,-1,2022-09-01,mlb,Oakland
2022-09-29,PHI,-1,2022-09-01,mlb,Philadelphia
2022-09-29,SDN,-1,2022-09-01,mlb,San Diego
2022-09-29,SEA,1,2022-09-01,mlb,Seattle
2022-09-29,SFN,1,2022-09-01,mlb,San Francisco
2022-09-29,TBA,-1,2022-09-01,mlb,St. Petersburg
2022-09-29,TEX,-1,2022-09-01,mlb,Arlington
2022-09-30,ANA,1,2022-09-01,mlb,Anaheim
2022-09-30,ARI,-1,2022-09-01,mlb,Phoenix
2022-09-30,ATL,1,2022-09-01,mlb,Atlanta
2022-09-30,BAL,1,2022-09-01,mlb,Baltimore
2022-09-30,BOS,-1,2022-09-01,mlb,Boston
2022-09-30,CHA,1,2022-09-01,mlb,Chicago
2022-09-30,CHN,1,2022-09-01,mlb,Chicago
2022-09-30,CIN,-1,2022-09-01,mlb,Cincinnati
2022-09-30,CLE,1,2022-09-01,mlb,Cleveland
2022-09-30,COL,-1,2022-09-01,mlb,Denver
2022-09-30,DET,-1,2022-09-01,mlb,Detroit
2022-09-30,HOU,-1,2022-09-01,mlb,Houston
2022-09-30,KCA,-1,2022-09-01,mlb,Kansas City
2022-09-30,LAN,1,2022-09-01,mlb,Los Angeles
2022-09-30,MIA,-1,2022-09-01,mlb,Miami
2022-09-30,MIL,1,2022-09-01,mlb,Milwaukee
2022-09-30,MIN,1,2022-09-01,mlb,Minneapolis
2022-09-30,NYA,-1,2022-09-01,mlb,New York
2022-09-30,NYN,-1,2022-09-01,mlb,New York
2022-09-30,OAK,-1,2022-09-01,mlb,Oakland
2022-09-30,PHI,1,2022-09-01,mlb,Philadelphia
2022-09-30,PIT,-1,2022-09-01,mlb,Pittsburgh
2022-09-30,SDN,-1,2022-09-01,mlb,San Diego
2022-09-30,SEA,1,2022-09-01,mlb,Seattle
2022-09-30,SFN,1,2022-09-01,mlb,San Francisco
2022-09-30,SLN,1,2022-09-01,mlb,St. Louis
2022-09-30,TBA,1,2022-09-01,mlb,St. Petersburg
2022-09-30,TEX,-1,2022-09-01,mlb,Arlington
2022-09-30,TOR,1,2022-09-01,mlb,Toronto
2022-09-30,WAS,-1,2022-09-01,mlb,Washington
2022-10-01,ANA,1,2022-10-01,mlb,Anaheim
2022-10-01,ARI,1,2022-10-01,mlb,Phoenix
2022-10-01,ATL,1,2022-10-01,mlb,Atlanta
2022-10-01,BAL,-1,2022-10-01,mlb,Baltimore
2022-10-01,BOS,-1,2022-10-01,mlb,Boston
2022-10-01,CHA,-1,2022-10-01,mlb,Chicago
2022-10-01,CHN,1,2022-10-01,mlb,Chicago
2022-10-01,CIN,-1,2022-10-01,mlb,Cincinnati
2022-10-01,CLE,-1,2022-10-01,mlb,Cleveland
2022-10-01,COL,-1,2022-10-01,mlb,Denver
2022-10-01,DET,1,2022-10-01,mlb,Detroit
2022-10-01,HOU,1,2022-10-01,mlb,Houston
2022-10-01,KCA,1,2022-10-01,mlb,Kansas City
2022-10-01,LAN,1,2022-10-01,mlb,Los Angeles
2022-10-01,MIA,1,2022-10-01,mlb,Miami
2022-10-01,MIL,-1,2022-10-01,mlb,Milwaukee
2022-10-01,MIN,-1,2022-10-01,mlb,Minneapolis
2022-10-01,NYA,1,2022-10-01,mlb,New York
2022-10-01,NYN,-1,2022-10-01,mlb,New York
2022-10-01,OAK,-1,2022-10-01,mlb,Oakland
2022-10-01,PHI,-1,2022-10-01,mlb,Philadelphia
2022-10-01,PHI,1,2022-10-01,mlb,Philadelphia
2022-10-01,PIT,-1,2022-10-01,mlb,Pittsburgh
2022-10-01,SDN,1,2022-10-01,mlb,San Diego
2022-10-01,SEA,1,2022-10-01,mlb,Seattle
2022-10-01,SFN,-1,2022-10-01,mlb,San Francisco
2022-10-01,SLN,1,2022-10-01,mlb,St. Louis
2022-10-01,TBA,-1,2022-10-01,mlb,St. Petersburg
2022-10-01,TEX,-1,2022-10-01,mlb,Arlington
2022-10-01,TOR,1,2022-10-01,mlb,Toronto
2022-10-01,WAS,1,2022-10-01,mlb,Washington
2022-10-01,WAS,-1,2022-10-01,mlb,Washington
2022-10-02,ANA,1,2022-10-01,mlb,Anaheim
2022-10-02,ARI,-1,2022-10-01,mlb,Phoenix
2022-10-02,ATL,1,2022-10-01,mlb,Atlanta
2022-10-02,BAL,1,2022-10-01,mlb,Baltimore
2022-10-02,BOS,-1,2022-10-01,mlb,Boston
2022-10-02,CHA,1,2022-10-01,mlb,Chicago
2022-10-02,CHN,1,2022-10-01,mlb,Chicago
2022-10-02,CIN,-1,2022-10-01,mlb,Cincinnati
2022-10-02,CLE,1,2022-10-01,mlb,Cleveland
2022-10-02,COL,1,2022-10-01,mlb,Denver
2022-10-02,DET,1,2022-10-01,mlb,Detroit
2022-10-02,HOU,1,2022-10-01,mlb,Houston
2022-10-02,KCA,-1,2022-10-01,mlb,Kansas City
2022-10-02,LAN,-1,2022-10-01,mlb,Los Angeles
2022-10-02,MIA,1,2022-10-01,mlb,Miami
2022-10-02,MIL,-1,2022-10-01,mlb,Milwaukee
2022-10-02,MIN,-1,2022-10-01,mlb,Minneapolis
2022-10-02,NYA,-1,2022-10-01,mlb,New York
2022-10-02,NYN,-1,2022-10-01,mlb,New York
2022-10-02,OAK,1,2022-10-01,mlb,Oakland
2022-10-02,PHI,1,2022-10-01,mlb,Philadelphia
2022-10-02,PIT,1,2022-10-01,mlb,Pittsburgh
2022-10-02,SDN,-1,2022-10-01,mlb,San Diego
2022-10-02,SEA,-1,2022-10-01,mlb,Seattle
2022-10-02,SFN,1,2022-10-01,mlb,San Francisco
2022-10-02,SLN,-1,2022-10-01,mlb,St. Louis
2022-10-02,TBA,-1,2022-10-01,mlb,St. Petersburg
2022-10-02,TEX,-1,2022-10-01,mlb,Arlington
2022-10-02,TOR,1,2022-10-01,mlb,Toronto
2022-10-02,WAS,-1,2022-10-01,mlb,Washington
2022-10-03,ANA,-1,2022-10-01,mlb,Anaheim
2022-10-03,ARI,-1,2022-10-01,mlb,Phoenix
2022-10-03,ATL,-1,2022-10-01,mlb,Atlanta
2022-10-03,BAL,-1,2022-10-01,mlb,Baltimore
2022-10-03,BOS,1,2022-10-01,mlb,Boston
2022-10-03,CHA,1,2022-10-01,mlb,Chicago
2022-10-03,CHN,-1,2022-10-01,mlb,Chicago
2022-10-03,CIN,1,2022-10-01,mlb,Cincinnati
2022-10-03,CLE,-1,2022-10-01,mlb,Cleveland
2022-10-03,COL,1,2022-10-01,mlb,Denver
2022-10-03,DET,1,2022-10-01,mlb,Detroit
2022-10-03,HOU,-1,2022-10-01,mlb,Houston
2022-10-03,KCA,1,2022-10-01,mlb,Kansas City
2022-10-03,LAN,-1,2022-10-01,mlb,Los Angeles
2022-10-03,MIA,1,2022-10-01,mlb,Miami
2022-10-03,MIL,1,2022-10-01,mlb,Milwaukee
2022-10-03,MIN,-1,2022-10-01,mlb,Minneapolis
2022-10-03,NYA,1,2022-10-01,mlb,New York
2022-10-03,OAK,1,2022-10-01,mlb,Oakland
2022-10-03,PHI,1,2022-10-01,mlb,Philadelphia
2022-10-03,PIT,1,2022-10-01,mlb,Pittsburgh
2022-10-03,SDN,1,2022-10-01,mlb,San Diego
2022-10-03,SEA,-1,2022-10-01,mlb,Seattle
2022-10-03,SFN,-1,2022-10-01,mlb,San Francisco
2022-10-03,SLN,-1,2022-10-01,mlb,St. Louis
2022-10-03,TBA,-1,2022-10-01,mlb,St. Petersburg
2022-10-03,TEX,-1,2022-10-01,mlb,Arlington
2022-10-03,TOR,1,2022-10-01,mlb,Toronto
2022-10-04,ANA,-1,2022-10-01,mlb,Anaheim
2022-10-04,ARI,-1,2022-10-01,mlb,Phoenix
2022-10-04,ATL,1,2022-10-01,mlb,Atlanta
2022-10-04,BOS,1,2022-10-01,mlb,Boston
2022-10-04,CHA,1,2022-10-01,mlb,Chicago
2022-10-04,CHN,-1,2022-10-01,mlb,Chicago
2022-10-04,CIN,1,2022-10-01,mlb,Cincinnati
2022-10-04,CLE,1,2022-10-01,mlb,Cleveland
2022-10-04,COL,1,2022-10-01,mlb,Denver
2022-10-04,DET,-1,2022-10-01,mlb,Detroit
2022-10-04,DET,-1,2022-10-01,mlb,Detroit
2022-10-04,HOU,1,2022-10-01,mlb,Houston
2022-10-04,KCA,-1,2022-10-01,mlb,Kansas City
2022-10-04,LAN,-1,2022-10-01,mlb,Los Angeles
2022-10-04,MIA,-1,2022-10-01,mlb,Miami
2022-10-04,MIL,1,2022-10-01,mlb,Milwaukee
2022-10-04,MIN,-1,2022-10-01,mlb,Minneapolis
2022-10-04,NYA,1,2022-10-01,mlb,New York
2022-10-04,NYA,-1,2022-10-01,mlb,New York
2022-10-04,NYN,1,2022-10-01,mlb,New York
2022-10-04,NYN,1,2022-10-01,mlb,New York
2022-10-04,OAK,1,2022-10-01,mlb,Oakland
2022-10-04,PHI,-1,2022-10-01,mlb,Philadelphia
2022-10-04,PIT,-1,2022-10-01,mlb,Pittsburgh
2022-10-04,SDN,1,2022-10-01,mlb,San Diego
2022-10-04,SEA,1,2022-10-01,mlb,Seattle
2022-10-04,SEA,1,2022-10-01,mlb,Seattle
2022-10-04,SFN,-1,2022-10-01,mlb,San Francisco
2022-10-04,SLN,1,2022-10-01,mlb,St. Louis
2022-10-04,TBA,-1,2022-10-01,mlb,St. Petersburg
2022-10-04,TEX,-1,2022-10-01,mlb,Arlington
2022-10-04,TEX,1,2022-10-01,mlb,Arlington
2022-10-04,WAS,-1,2022-10-01,mlb,Washington
2022-10-04,WAS,-1,2022-10-01,mlb,Washington
2022-10-05,ANA,-1,2022-10-01,mlb,Anaheim
2022-10-05,ARI,1,2022-10-01,mlb,Phoenix
2022-10-05,ATL,-1,2022-10-01,mlb,Atlanta
2022-10-05,BAL,1,2022-10-01,mlb,Baltimore
2022-10-05,BAL,-1,2022-10-01,mlb,Baltimore
2022-10-05,BOS,1,2022-10-01,mlb,Boston
2022-10-05,CHA,-1,2022-10-01,mlb,Chicago
2022-10-05,CHN,1,2022-10-01,mlb,Chicago
2022-10-05,CIN,-1,2022-10-01,mlb,Cincinnati
2022-10-05,CLE,1,2022-10-01,mlb,Cleveland
2022-10-05,COL,-1,2022-10-01,mlb,Denver
2022-10-05,DET,-1,2022-10-01,mlb,Detroit
2022-10-05,HOU,1,2022-10-01,mlb,Houston
2022-10-05,KCA,-1,2022-10-01,mlb,Kansas City
2022-10-05,LAN,1,2022-10-01,mlb,Los Angeles
2022-10-05,MIA,1,2022-10-01,mlb,Miami
2022-10-05,MIL,-1,2022-10-01,mlb,Milwaukee
2022-10-05,MIN,1,2022-10-01,mlb,Minneapolis
2022-10-05,NYA,-1,2022-10-01,mlb,New York
2022-10-05,NYN,1,2022-10-01,mlb,New York
2022-10-05,OAK,1,2022-10-01,mlb,Oakland
2022-10-05,PHI,-1,2022-10-01,mlb,Philadelphia
2022-10-05,PIT,1,2022-10-01,mlb,Pittsburgh
2022-10-05,SDN,-1,2022-10-01,mlb,San Diego
2022-10-05,SEA,1,2022-10-01,mlb,Seattle
2022-10-05,SFN,1,2022-10-01,mlb,San Francisco
2022-10-05,SLN,-1,2022-10-01,mlb,St. Louis
2022-10-05,TBA,-1,2022-10-01,mlb,St. Petersburg
2022-10-05,TEX,1,2022-10-01,mlb,Arlington
2022-10-05,TOR,-1,2022-10-01,mlb,Toronto
2022-10-05,TOR,1,2022-10-01,mlb,Toronto
2022-10-05,WAS,-1,2022-10-01,mlb,Washington
2023-03-30,ANA,-1,2023-03-01,mlb,Anaheim
2023-03-30,ARI,-1,2023-03-01,mlb,Phoenix
2023-03-30,ATL,1,2023-03-01,mlb,Atlanta
2023-03-30,BAL,1,2023-03-01,mlb,Baltimore
2023-03-30,BOS,-1,2023-03-01,mlb,Boston
2023-03-30,CHA,1,2023-03-01,mlb,Chicago
2023-03-30,CHN,1,2023-03-01,mlb,Chicago
2023-03-30,CIN,-1,2023-03-01,mlb,Cincinnati
2023-03-30,CLE,-1,2023-03-01,mlb,Cleveland
2023-03-30,COL,1,2023-03-01,mlb,Denver
2023-03-30,DET,-1,2023-03-01,mlb,Detroit
2023-03-30,HOU,-1,2023-03-01,mlb,Houston
2023-03-30,KCA,-1,2023-03-01,mlb,Kansas City
2023-03-30,LAN,1,2023-03-01,mlb,Los Angeles
2023-03-30,MIA,-1,2023-03-01,mlb,Miami
2023-03-30,MIL,-1,2023-03-01,mlb,Milwaukee
2023-03-30,MIN,1,2023-03-01,mlb,Minneapolis
2023-03-30,NYA,1,2023-03-01,mlb,New York
2023-03-30,NYN,1,2023-03-01,mlb,New York
2023-03-30,OAK,1,2023-03-01,mlb,Oakland
2023-03-30,PHI,-1,2023-03-01,mlb,Philadelphia
2023-03-30,PIT,1,2023-03-01,mlb,Pittsburgh
2023-03-30,SDN,-1,2023-03-01,mlb,San Diego
2023-03-30,SEA,1,2023-03-01,mlb,Seattle
2023-03-30,SFN,-1,2023-03-01,mlb,San Francisco
2023-03-30,SLN,-1,2023-03-01,mlb,St. Louis
2023-03-30,TBA,1,2023-03-01,mlb,St. Petersburg
2023-03-30,TEX,1,2023-03-01,mlb,Arlington
2023-03-30,TOR,1,2023-03-01,mlb,Toronto
2023-03-30,WAS,-1,2023-03-01,mlb,Washington
2023-03-31,ARI,1,2023-03-01,mlb,Phoenix
2023-03-31,CHA,-1,2023-03-01,mlb,Chicago
2023-03-31,CLE,1,2023-03-01,mlb,Cleveland
2023-03-31,COL,1,2023-03-01,mlb,Denver
2023-03-31,HOU,1,2023-03-01,mlb,Houston
2023-03-31,LAN,-1,2023-03-01,mlb,Los Angeles
2023-03-31,MIA,1,2023-03-01,mlb,Miami
2023-03-31,NYN,-1,2023-03-01,mlb,New York
2023-03-31,SDN,-1,2023-03-01,mlb,San Diego
2023-03-31,SEA,-1,2023-03-01,mlb,Seattle
